text,label,notes
"Entei or Charizard ? (Difficult / Insane). I’m really struggling to understand how some Pokémon are stronger or weaker than others based on the information given in the game and in Pokémon in general. It makes team building pretty difficult because I don’t really know where to find information on things like move priority, base stats, and how Pokémon compare to each other. Maybe it’s explained somewhere in the game and I just missed it, but so far I’ve mostly come across Smogon and Pokédex websites. My question is: how can you tell whether Entei is stronger or weaker than Charizard if you’re looking for a Fire-type attacker and they can use some of the same moves? Can the same move perform better on one Pokémon than another, or is there usually very little difference? Any help, guides, or tutorials would be appreciated.",discussion,
"Can someone suggest what else I should do in this game? I've already done a lot... I already have a complete Pokédex, almost all the uniforms, and I've done a good number of missions...",help_request,
Rock head Tyrantrum. How do I switch strong jaw tyrantrum to rock head? Dream mist switches to Sturdy and Ability capsule has no affect,help_request,
"Elite 4 difficult difficulty. I just finished reaching the end of victory road, is my team gonna be good for the challenge or should I be making any changes? I also got a shiny poliwrath and Steelix in my pc I can add. Magmortar, Relaxed Flame body Flamethrower, Thunderbolt, Lava Plume, Focus blast Aggron, Hasty Rock Head Iron Head, Rock Slide, Brick Break, Bulldoze Metagross, Jolly Clear Body Meteor Mash, Brick Break, Zen Headbutt, Bullet punch Electivire, Adamant Motor drive Plasma fists, ice punch, fire punch, brick break Walrein Hasty Ice body Blizzard, protect, surf, hail Exeggutor, timid Chlorophyll Giga drain, hypnosis, psychic, protect",team_building,
Post game exp. What is the best way to farm exp/levels post-game,help_request,
"First Time Clearing the Elite 4! I had so much fun playing this game! I've briefly played romhacks before, but this is the first time I've invested this much time into one. What an incredible experience. On to the post game and then either Lazarus or Odyssey Here we have: Sirius ♂️ The Lucario Frizzle ♀️ The Vikavolt Ai Hoshino ♀️ The Primarina Sarabi ♀️ The Pyroar Oasis ♀️ The Flygon Ain The Metagross I'd say Ai Hoshino was the league MVP. Ain soloed the Fairy Elite 4 Member. I was surprised at how clutch Sarabi was throughout the run and Frizzle was also amazing. Sirius did his thing but became less prevalent towards the end. Oasis was a fun addition. Honorable mentions go to: Champloo ♂️ The Samurott Whimsy ♀️ The Whimsicott Uzumaki ♂️ The Delphox Slash ♂️ The Weavile I had a few other mons in my ""Subs"" box, but these four played the biggest role throughout the initial playthrough.",achievements,
How rere is pokerus in this game? I got pokerus on one of my pokemon and i did't notice until know and also does it spread? Since i have it on all of my pokemon in my party i don't know which of my pokemon has it.,help_request,"Some posts such as this, may mispell some words. Also this post talks about a game mechanic called pokerus."
"3 HP saved my entire Nuzlocke. So far only 4 Pokémon have died in my Difficult Nuzlocke, and honestly all of them were pretty expendable. None of them had real MVP potential anyway. I made it through Mirskle, Vega and Alice without losing a single Pokémon, which made me think: ""Damn, Pokémon Unbound on Difficult is actually pretty easy."" Then I fought an Ace Trainer and almost lost the entire run. 😭 If my Pignite (Groteskio) hadn't survived a Breloom with literally 3 HP, this Nuzlocke could've ended right there. I love him😍🐷 Gym Leaders: no deaths. Random Ace Trainer: almost ended the run.",achievements,
Would there be any new updates for pokemon unbound?,discussion,"Could be help_request because the User is asking a question relating to the game, but this post, the question doesn't relate to any game mechanics, but the game itself."
"Ice Mono-Type E4 1/18! This was unbelievably difficult, lots of rng required, but we did it! Cloyster OP🤝🏻 The hardest battles were Arabella and Portia & sterling on victory road lol Excited to try a style with more diverse pokemon options 😅",achievements,Could be team_building because the User describes their Team using only Ice types pokemons. But the post purpose is showcasing the User winning the Elite Four with only Ice types pokemons.
Third Solo. Hope that doesn't make me a furry First was Gardevoir Second was Sceptile Upvote 10 Downvote 2 Go to comments,achievements,"This post is describing the User winning the Elite Four with just a single pokemon, for the third time."
"I need a team for farming BP. I need BP to build good teams for battle frontier. I have tried tapu lele, deoxys and lunala in battle sands but max it gets me to is 10 streak and I get hard countered. I want help in building a team I can properly grind BP with. Any suggestions?",team_building,
"Pokemon unbound 2,1,1,1 rtc save not synced with flashgbx rtc time? as the title says, not really sure what's going on and I don't know if it's a issue with unbound, flashgbx, or the reflashable GBA carts so starting here lol. but when using the chisflash v1.1 with rtc from both chis family and epicJoy on AliExpress, and the ""solar+rtc"" also on epicjoys store, and following the directions to the letter for unbound setup, everything looks good. once I actually get into the game it tells me it's Thursday, keep in mind as of this post it is Friday EST for me. so make save thinking it's not synced with the rtc chips with the 3 carts mentioned, turn off and back on and game still says Thursday. go and use flashgbx and it's rtc option says Friday which is correct. if I want unbound to say it's Friday, I need to change the day to Saturday in flashgbx. has anyone else encountered this issue?",help_request,
"Shadow Base. Even though I finished the Ruins of Void event, I can't activate the Secret Base Shadow.",help_request,
"Tips on beating the Ampharos Mega Trainer? (Difficult difficulty). Been going back through and clearing out mega stones before heading to the E4 and I'm getting utterly clowned on by Mega Trainer Alyosius. I can usually get his Politoed down by cheesing with Thunder, but then his Blissey just spams Minimize over and over til I can't hit it, then it's a slow, painful, and agonizing death for the rest of my party. Any advice to counter this would be greatly appreciated. I have a feeling the rest of my team will be up to snuff but I'm open to any and all suggestions. Current lineup is Drapion (crit build), Seismitoad (stall with Aqua Ring and Leftovers), Lucario, Hisuian Goodra, Togekiss (flinch build), Metagross (mega).",team_building,"Could be help_request because the user is requesting assistance to beating a Trainer with game mechanics, but the purpose of the post is to request recommendations for a team or improving a current team to beat a trainer."
Ot how do I chnage the original trainer. My friend did a save state for loads of eevees for me how do I change there original trainer id? I use rg35xxsp but I have a laptop also,help_request,
Hall of Fame!!,achievements,The post shows a user celebrating them winning the Elite Four.
"Pokerus. How rare is it to get pokerus in this game? I've played 7 hours and just got to the first gym, I did the ducklett exchange and after the gym fight I got the pokerus advice from nurse joy. Are the chances higher in this rom or does the exchange had something to do with it?",help_request,
Flying monotype elite 4. OP for vanilla but I’m just tryna get the hero of the hall done fast then I’m gonna play around with some teams on different difficulty’s later 👍🏻,discussion,Could be achievementsbut the contents of the post tells that the user is suggesting team builds for a flying monotype run.
Got lucky on my first go of a Ralts hunt. Which should I use? Playing Expert.,team_building,"Could be help_request, but the User is drawing comparisons on which pokemon to use."
"I'm totally confused. The Unbound wiki says Happiny is on Route 9 day/night, but when I use the dexnav on the route, there’s Audino, so I’m not sure where Happiny is… (Need Happiny for the lucky egg iywtk)",help_request,
Midnights my Cday guys tryna clear unbound before it ends. I wanna finish the missions as well but I know certain pokemon show up on different days but i got a good feeling im close (expert lvl),discussion,"Could be achievements because the user is setting a challenge for themselves, but the user is currently doing the challenge, hence why it could not be achievements."
Is this a good team for hard mode? I searched a lot and came up with this team of mons I really want to use in other play throughs of mainline games. Sand teams are just so cool but mainline games are just to easy to use something so complex but unbound perfect for it. I’d really appreciate what I could better this team in. This is for difficult mode btw.,team_building,
"This Skorupi is gonna become a lean, mean critical machine. First time playing Unbound and I got her from the guy in the hat! Are the Glameow and Stunky as good or did I luck out?",team_building,Could be help_request because the user is talking about a game feature where the player gets a random pokemon. But this post ask if the pokemon the user got is good or not.
"Unbound Appreciation Post. Not sure if Skeli and their team checks this, but I just wanted to express my sincere gratitude for making this game. I've been playing Pokemon games since I was 11 when red and blue came out. Having played nearly every single thing that Game Freak has put out in this franchise, I've become I guess frustrated, for lack for lack of a better word, with the direction of the franchise, and I'm definitely someone that cherishes the gameplay and feel of the pre gen-6 games. I feel like I've played heart gold, platinum, black, and black 2 to the point where there isn't anything new to experience in them anymore and have been longing for a new and similar adventure. I recently discovered roms and everyone I've spoken to told me to give unbound a try. You have taken everything that I love about those pokemon games and made it into this all encompassing and refreshing experience. It really is the exact pokemon game that I've always wanted to play. I'm currenlty 40 hours in and I haven't even made it to the 5th gym yet. I'm loving every minute and can't wait to see what's next. So again, hats off to you. Thank you for making this game.",discussion,
"Final Battle Frontier team. Looking for some tips and improvements for my team, can be anything from moves or EV’s to pokemon swap Go ahead! Looking to improve my teambuilding",team_building,
"What the acutal F did I just saw. I need a clarification regarding this mission, so like, are they both Dittos??? Or did I just saw something dark? I don't mind the downvotes I just need an answer.",discussion,
"Will cube corp ever be added? title, last i checked the interior wasn't in the game. and looking around i don't believe that's changed",help_request,"Could be discussion but the user is talking one of the features of the game, if it will be added or not."
"Which ball should I use for color match. No balls are black n white Considering Moon ball (row 2 column 3) Edit: I’ve settled with Timer Ball, since it has Black and White, and the orange is close enough to the Red when in inventory",discussion,"Could be help_request because the user is talking about the different features of the ball mechanics, but the post purpose is to ask others of their opinion on which ball to use for matching aesthetics."
"How the post game ? Just finished the elite 4, is the post game any good ? Or am I just better to lay it off and get back to reading books ?",discussion,"Could be help_request because the user is talking about a game feature, but the user is asking others of their opinion on the topic."
"Question about DexNav shinies. When using DexNav to help find shiny ‘mons, do you get a shiny boost between 50-100 chains, or only at 50 and 100 specifically? Need me a green Tangela. PS this is easily the best Pokémon game I’ve ever played",help_request,
My all shiny E4 run fav team (black trainer card),achievements,
"Mono with Pokemons I like (2/18). Moleman Moleman Moleman the bane of my existence. So tedious to make a random team work Had to again script the opening rounds of Moleman simply bc he does so much dmg and so fast. Also had to rely on a bit of RNG so choice scarf Froslass can hit both Flygon and Excadrill with Blizzard on the first round (while shedinja gets sacrificed to sub in Dusclops and begin stall). Couldn’t even Mega my Gengar bc he’d lose Levitate and get hit super effective by ground moves. The other fights were much more enjoyable, especially Penny and Marlon. Didn’t get the chance to do any of my intended cheese tho, like Shedinja sweep or Mimikyu sweep. I think I need more dedicated support that I didn’t have. I’m doing mono water next to get my get back.",achievements,"Could be team_building but the user is talking about the Mono Ghost pokemons they are running with, and winning the Elite Four."
"I need help!!!! My Cube V3 don't open, what is the reason?? OBS: I'm playing in Vanilla diff",help_request,
"Bout to head for the E4. I really like this team for now, though it can probably be improved. Im on expert difficulty, Held items are: -Primarina, mystic water -Weavile, life orb/never melt ice/black glasses (depends on the E4) -Dragonite, dragon fang -Metagross, the megastone -Roserade, black sludge -Heliolisc, magnet All criticism and advice is appreciated",team_building,
Finnaly part of HoF crew. Yeah yeah vanilla but I’m a happy camper anyway,achievements,"The term HoF means ""Hall of Fame"", meaning the user won their Elite Four."
"First Run Complete, here's mu take on T-Tar Sand [Difficult/Vanilla...]. Best Pokemon experience in my life, couldn’t put it down, very excited to play it again. The only reason I did not complete the game strictly on Difficult is that I chose to lower the difficulty on one (1) room of the Black Ferrothorn HQ raid. The room with the motorcycle guy on turbo patrolling the hallway, and you had to duck in the sides and not be stopped? I just could not coordinate myself well enough to get the timing of running behind the plants before he turned around. It was a moment of weakness. I love my team and I’m proud of it: Tyranitar: I was randomly bombarded with Gen III OU content before I started my play through, and immediately knew upon seeing the starters that I was going for a Dragon Dance T-Tar. [Insert Rock Move] and [Insert Dark Move] were a mainstay. I fluctuated on my third attack move for a while. Early game I ran ground moves and eventually [Fire Punch] for a while. Then I got it in my head that I had to have perfect offensive coverage, so he was rocking [Brick Break] for a time, out of self-imposed necessity. Considered running 2 mins with [Earthquake]? Then got [Dragon Claw] and used that for E4 instead. Excadrill: blah blah blah Excadrill was pretty great and available early so the dream was always there. [X-Scissor] was often pretty good! Sigilyph: Pet mon and great role player. 1 of 2 magic guard users + life orb users on the team. Doesn’t take sand damage, kills fighting and ground and grass types which wreck me, F U Gliscor, Ice Beam 4 Life, doesn’t die to excadrill’s [Earthquake], and is pretty fast. Clefable: Magic Guard + Life Orb is great, + great coverage, decent bulk, doesn’t take sand damage, can heal with natural egg move (!) Soft Boiled. Also [Calm Mind] was rarely ever necessary but I tried it. Great fighting check which the sand core is vulnerable to. Gengar: Purple Evil Round Guy opposite to Pink Good Round guy. Gave him Safety Goggles just so no one on my team took damage to sand but there were probably more optimal items. Wasn’t always useful early but was very good when it was time to shine. [Focus Blast] on him was a good 3rd attack and helped fill that coverage slot without having run [Brick Break] on Tyranitar. Poison STAB was helpful for the ever present fairy types, and he usually moved first in the ghost mirror. Also another fighting and ground check. Ferrothorn: Last team member and definitely a calculated choice. I needed a water resist and grass coverage. I had two pseudo special walls in Tyranitar and Clefable, so this was a nice physically bulky mon to fill a gap. Leftovers is nice, leftovers + leech seed was fun but rarely did I have the need to actually click leech seed. Double Steel coverage was also helpful with the fairy types. Probably my least used mon but I still love him. Halfway through the game I wished I had chosen Expert or even Insane difficulty. I think Expert’s endgame would have been more engaging for me, inasmuch as I did not struggle with the last 4 gym leaders or with the E4. To be fair I did grind for perfect EVs and Coins for Orb so really I think I just made a bad call. Definitely interested in playing it again, maybe on Insane? Curious about other’s opinions on the insane experience. Please feel free to recommend other ROMhacks you’ve enjoyed anywhere near as much as you did this one.",achievements,"Could be discussion because the user is discussing the team he used to beat the Elite Four, but the post purpose is to showcase the User's first run being completed."
Any one wanna trade? I have pizza boy a classic emulator and an android. I wanna trade and battle some one. Can someone plz trade and battle with me. (Battle is optional),discussion,
"First run done! What a ride. Forgive the picture quality, currently on vacation",achievements,
"Finished my second run (on my first save that I managed to recover). Clefable is OP as always. ;[Expert][Challenging]. I had lost this save earlier so I played my first full run on sandbox. After recovering my save I completed my first legit run. I basically the same team after rushing the first two gyms to get the dexnav. The few changes I made because of late access to some Mons: 1)I had the other Gastrodon at first but I like this one better. 2)Talon was Arcanine at first because you get access to talon till route 12. 3) Upgraded to better iv versions(breeding) on everyone except ttar and serp. As for the team building, I just made a regular gen6 ou sand team structure except its Serp and Gastrodon over Amoongus and Keldeo Got pokerus but only after I had finished training everyone. Not that it matters with level 10 macho brace. It's still good for the post game. Got really lucky with the Serp ivs. 4 perfect ivs on the 10th reset. I just bottle capped defense fro 24 to 31 to get Hidden Power Ice. TTar is golden bottle capped. This team is pretty strong. The only challenging boss was Big Mo (Gym 6). I didn't realize that gale wings wouldn't work so there so I had to kill Hariyama with rocky helmet+sand+burn chip. E4 was super easy. Clef beats 3 of them. Only reset was Mole Man cause of double rock slide miss. Jax is a complete jobber and a disappointing champion, even in my second run. I think I am going to rush NG+ and play on insane. Are there any downsides to this as compared to a fresh insane save?",achievements,
Got shiny mew 6x31 IVs!! Hunted this guy so long I didn’t even have a reaction when I got him… I’m not sure if every mew you get has 6x31 Iv’s either but it’s cool anyway.,achievements,
"Looking for the next game. It has been a while since I last played Pokemon Unbound. I finished Insane difficulty and I absolutely loved it. Now I'm looking for the next game I should play. Here is what I'm looking for in my next game: Difficulty opponents and a level cap option. Easy breeding: breed multiple eggs at the same time, early access to Destiny Knot / Everstone, and an easy way to check IVs. Good documentation so I can check egg moves would be very helpful as well. Quality of life features in general. No fakemon. A fun storyline. Any suggestions that meet my criteria would be really appreciated!",discussion,Could be help_request but the user is not focusing only in Pokemon Unbound. The user is asking for game recommendations from people.
Quest. I need to know how to finish the handkerchief quest.At what day and time is the dude available?,help_request,
"Softlocked at Giratina, need help. (Expert). I’ve tried everything. My team just gets 1hit KO. I cannot beat him and have been using just one save slot… I am officially soft locked after 100 hours. I might have to reduce the difficulty but then I can’t go back up to expert. Can someone please help me cheat or something? I’m using ARKOS on an Anbernic. My team is: Marowak Gyrados Flareon Metagross Gardevoir Gallade They all get 1hit KO, except for some reason the Flareon. The closest Ive gotten is using Flareon and spamming all my potions to PP bait him, but I don’t have enough to fully deplete. I have tried teaching TMs too and using gems. I am 100% soft locked. It’s very dissapointing as this was supposed to be my forever world I’ve even shiny hunted my Flareon and Metagross which alone took me 10+ hours :( I cant figure out how to turn on the 1hit KO cheat code. Might call it quits here and stop playing tbh so dissapointed.",team_building,"Could be help_request because the user is asking about changing or using cheat codes, but the post purpose is to request assistance or strategies on defeating Giratana."
"Is this a good team for vanilla? Gargchomp earthquake fire fang swords dance and a dragon move Swanna roost surf air slash defog Aegislash idk Gardevoir idk Infernape idk Manectric idk I kept swanna (or quacker) as it had all ivs S or A Please share your opinion, as i only know well the original games up to gen 3",team_building,
Easiest Raid Dens to Get to? I know i might be weird here but my favorite thing about this game is the raid dens. Im guessing im currently about half way through the story. I am currently stuck on the groudon battle so I am not far enough the story to use surf. That being said what are some of the easiest raid battles for me to get to? I am currently doing the one in cinder volcano and route 5 every day but would like to add more to my daily rotation. I know of the document that shows the locations and potential pokemon on each but just wanted peoples personal opinions. Also when do I unlock the possibility of 4 or 5 star raids? Currently I have only seen up to 3 stars. Do I need to progress further in the story or have I just been unlucky?,discussion,"Could be help_request because the user's question relates to the Raid Dens, a game mechanic. But the purpose of this post is to ask others opinions regarding the easiest Rai Dens to go to."
"For anyone who has actually grinded through the Battle Tower to get the Cosplay Pikachu in the Random Battles mode, has anyone actually seen a Cosplay Pikachu other than Libre? Cause I'm trying to collect all of the Pikachu variants",discussion,
"Game froze on Mt Thundercap. Hey guys, new to this. I was playing this amazing rom for the past few days, after getting the badge from Mel and having the interaction with Mel and the shadow guys, right in front of Mt Thundercap. My game freeze at the same exact location a few steps into Mt Thundercap. is this issue known? How would you debug it? Thanks",help_request,
Shiny HOF team / Vanilla difficulty. Shiny Gardevoir Shiny Lucario Shiny Electivire Shiny Weavile Shiny Hisuian Braviary Shiny Magcargo,achievements,
"Red's pikachu changed stats? Hello guys, I hope you are having a wonderful day!. Quick question: Does the pikachu you receive from Red have any stat changes or moveset changes, or is it the same as the normal pikachu? Thank you 🙏🙏",help_request,
"Pokémon unbound in 2026. I haven't played in a while, so I picked it up today to play a bit and maybe finish what I'm missing. I was wondering how the situation is regarding a possible update. I saw a Pokémon Unbound 2 somewhere, I don't know if it was official but... Well, just curious. It would be cool to transfer my save file to a possible updated version or something like that.",discussion,Could be help_request but the user is asking about the state of the game itself.
x10 or more Fast forwarding is safe? so x10 or more fast forwarding is safe or no? im using mGBA roms on RetroArch.,discussion,
"Playing randomized while keeping the trainer teams default. I wanna play randomize settings with wild pokemon, keeping their normal moves but I want trainers to keep the original teams without randomize. Is this possible? I can't find it in the pre game settings.",help_request,
"What emulator do I need to use? I tried using Delta and PP EMU, and neither worked. Can someone let me know what emulator to use?",help_request,
